motivacion,infracciones,porcentaje
"ADEMÁS DE LO DISPUESTO EN EL CAPÍTULO II DE ESTE TÍTULO, LOS CONDUCTORES DE VEHÍCULOS DE TRANSPORTE PÚBLICO DE PASAJEROS DEBEN: TRATÁNDOSE DE CICLOTAXIS, DEBERÁN CIRCULAR EN ZONAS O VÍAS AUTORIZADAS POR LA SECRETARÍA.",1,0
"AL CONDUCTOR DE UN VEHÍCULO MOTORIZADO QUE EMBISTA CON EL VEHÍCULO AL CONDUCTOR DE UN VEHÍCULO NO MOTORIZADO O A UN PEATÓN, SIN OCASIONAR LESIONES; O AL CONDUCTOR DE UN VEHÍCULO NO MOTORIZADO QUE EMBISTA CON SU VEHÍCULO A UN PEATÓN SIN OCASIONAR LESIONES, SE LE REMITIRÁ ANTE EL JUEZ CÍVICO A PETICIÓN DE LA PARTE AGRAVIADA.",1,0
"AL ESTACIONARSE U OCUPAR LA VÍA PÚBLICA, SE DEBERÁ HACER DE FORMA MOMENTÁNEA, PROVISIONAL O TEMPORAL, SIN QUE REPRESENTE UNA AFECTACIÓN AL DESPLAZAMIENTO DE PEATONES, Y CIRCULACIÓN DE VEHÍCULOS, O SE OBSTRUYA LA ENTRADA O SALIDA DE UNA COCHERA. CUANDO EL VEHÍCULO QUEDE EN UNA PENDIENTE ASCENDENTE, SUS RUEDAS DELANTERAS SE COLOCARÁN EN POSICIÓN INVERSA A LA ACERA; Y",1,0
"AL ESTACIONARSE U OCUPAR LA VÍA PÚBLICA, SE DEBERÁ HACER DE FORMA MOMENTÁNEA, PROVISIONAL O TEMPORAL, SIN QUE REPRESENTE UNA AFECTACIÓN AL DESPLAZAMIENTO DE PEATONES, Y CIRCULACIÓN DE VEHÍCULOS, O SE OBSTRUYA LA ENTRADA O SALIDA DE UNA COCHERA. CUANDO EL VEHÍCULO QUEDE ESTACIONADO EN UNA PENDIENTE DESCENDENTE, ADEMÁS DE APLICAR EL FRENO DE ESTACIONAMIENTO, LAS RUEDAS DELANTERAS DEBERÁN QUEDAR DIRIGIDAS HACIA LA ACERA;",1,0
"AL ESTACIONARSE U OCUPAR LA VÍA PÚBLICA, SE DEBERÁ HACER DE FORMA MOMENTÁNEA, PROVISIONAL O TEMPORAL, SIN QUE REPRESENTE UNA AFECTACIÓN AL DESPLAZAMIENTO DE PEATONES, Y CIRCULACIÓN DE VEHÍCULOS, O SE OBSTRUYA LA ENTRADA O SALIDA DE UNA COCHERA. EN ZONAS URBANAS, DEBERÁ QUEDAR A MENOS DE 30 CENTÍMETROS DEL LÍMITE DEL ARROYO VEHICULAR;",1,0
"EN CASO DE EMERGENCIA, SINIESTRO O DESASTRE, LOS VEHÍCULOS DE EMERGENCIA QUE CIRCULEN CON LAS LUCES ENCENDIDAS Y SEÑALES AUDIBLES, SIEMPRE Y CUANDO TOMEN LAS MEDIDAS DE SEGURIDAD NECESARIAS, PUEDEN: CIRCULAR POR CARRILES DE CONTRAFLUJO, CONFINADOS Y EXCLUSIVOS PARA EL TRANSPORTE PÚBLICO DE PASAJEROS; Y",1,0
"EN CASO DE EMERGENCIA, SINIESTRO O DESASTRE, LOS VEHÍCULOS DE EMERGENCIA QUE CIRCULEN CON LAS LUCES ENCENDIDAS Y SEÑALES AUDIBLES, SIEMPRE Y CUANDO TOMEN LAS MEDIDAS DE SEGURIDAD NECESARIAS, PUEDEN: DESATENDER LAS REGLAS DE PREFERENCIA DE PASO Y PROSEGUIR CON LA LUZ ROJA DEL SEMÁFORO O SEÑAL DE ALTO, REDUCIENDO LA VELOCIDAD;",1,0
"EN CASO DE EMERGENCIA, SINIESTRO O DESASTRE, LOS VEHÍCULOS DE EMERGENCIA QUE CIRCULEN CON LAS LUCES ENCENDIDAS Y SEÑALES AUDIBLES, SIEMPRE Y CUANDO TOMEN LAS MEDIDAS DE SEGURIDAD NECESARIAS, PUEDEN: EXCEDER LOS LÍMITES DE VELOCIDAD PERMITIDOS;",1,0
"LOS CONDUCTORES DE AUTOMÓVILES QUE VIAJEN CON PASAJEROS MENORES DE DOCE AÑOS DE EDAD O QUE MIDAN MENOS DE 1.45 METROS DE ALTURA, DEBERÁN ASEGURARSE QUE ÉSTOS OCUPEN UNA DE LAS PLAZAS TRASERAS SOBRE LA HILERA INMEDIATAMENTE POSTERIOR A LOS ASIENTOS DEL CONDUCTOR O DEL COPILOTO QUE CUENTE CON CINTURÓN DE SEGURIDAD DE TRES PUNTOS. ÚNICAMENTE SI EL VEHÍCULO NO CUENTA CON ASIENTO TRASERO, LOS NIÑOS PODRÁN VIAJAR EN EL ASIENTO DELANTERO, SIEMPRE Y CUANDO CUENTEN CON ESPACIO SUFICIENTE PARA INSTALAR UN SISTEMA DE RETENCIÓN INFANTIL ACORDES A SU PESO O TALLA Y SE DESACTIVE EL SISTEMA DE BOLSAS DE AIRE",1,0
"LOS CONDUCTORES DE VEHÍCULOS DE TRANSPORTE ESCOLAR O DE PERSONAL DEBEN: TOMAR LAS DEBIDAS PRECAUCIONES PARA QUE SE REALICEN LAS MANIOBRAS DE ASCENSO Y DESCENSO DE USUARIOS DE MANERA SEGURA, TALES COMO: PERMITIR EL ASCENSO O DESCENSO DE PASAJEROS SÓLO CUANDO EL VEHÍCULO ESTÉ TOTALMENTE DETENIDO; Y",1,0
"LOS CONDUCTORES DE VEHÍCULOS DEBEN CERCIORARSE DE QUE SU VEHÍCULO ESTÉ PROVISTO DE LOS SIGUIENTES ELEMENTOS, DE ACUERDO A LA NATURALEZA PROPIA DE CADA VEHÍCULO. CONDUCTORES DE TODO VEHÍCULO MOTORIZADO: AMBAS DEFENSAS;",1,0
"LOS CONDUCTORES DE VEHÍCULOS DEBEN CERCIORARSE DE QUE SU VEHÍCULO ESTÉ PROVISTO DE LOS SIGUIENTES ELEMENTOS, DE ACUERDO A LA NATURALEZA PROPIA DE CADA VEHÍCULO. VEHÍCULOS DE TRANSPORTE DE CARGA: CUANDO SE TRATE DE UN VEHÍCULO CON DOBLE REMOLQUE, DEBERÁ CONTAR CON LEYENDAS DE ADVERTENCIA ¿PRECAUCIÓN DOBLE SEMI REMOLQUE¿; Y",1,0
"LOS CONDUCTORES DE VEHÍCULOS DEBEN CERCIORARSE DE QUE SU VEHÍCULO ESTÉ PROVISTO DE LOS SIGUIENTES ELEMENTOS, DE ACUERDO A LA NATURALEZA PROPIA DE CADA VEHÍCULO. VEHÍCULOS DE TRANSPORTE PÚBLICO, TRANSPORTE DE PERSONAL Y ESCOLAR: CONTAR CON UN BOTIQUÍN DE PRIMEROS AUXILIOS; Y",1,0
"LOS CONDUCTORES DE VEHÍCULOS DEBEN CERCIORARSE DE QUE SU VEHÍCULO ESTÉ PROVISTO DE LOS SIGUIENTES ELEMENTOS, DE ACUERDO A LA NATURALEZA PROPIA DE CADA VEHÍCULO. VEHÍCULOS DE TRANSPORTE PÚBLICO, TRANSPORTE DE PERSONAL Y ESCOLAR: TRATÁNDOSE DE TAXIS PREFERENTES LOS SISTEMAS PARA LA SUJECIÓN DE PASAJEROS QUE VIAJEN EN SILLA DE RUEDAS, DEBEN SER DE ACUERDO CON EL ANEXO DE ESTE REGLAMENTO",1,0
"LOS CONDUCTORES DE VEHÍCULOS MOTORIZADOS DEBEN CUMPLIR CON LOS REQUISITOS LEGALES ESPECIFICADOS POR CADA TIPO DE VEHÍCULO DEL QUE SE TRATE: LOS CONDUCTORES DE VEHÍCULOS DE TRANSPORTE ESCOLAR O DE PASAJEROS DEBEN: UTILIZAR LA CROMÁTICA AUTORIZADA POR LA SECRETARÍA; Y,",1,0
"LOS CONDUCTORES DE VEHÍCULOS NO MOTORIZADOS TIENEN PREFERENCIA DE PASO SOBRE LOS VEHÍCULOS MOTORIZADOS: EN LAS INTERSECCIONES CONTROLADAS POR SEMÁFOROS, CUANDO: HABIÉNDOLES CORRESPONDIDO EL PASO DE ACUERDO CON EL CICLO DEL SEMÁFORO NO ALCANCEN A CRUZAR LA VÍA; Y",1,0
"LOS CONDUCTORES DE VEHÍCULOS SON RESPONSABLES DE EVITAR REALIZAR ACCIONES QUE PONGAN EN RIESGO SU INTEGRIDAD FÍSICA Y LA DE LOS DEMÁS USUARIOS DE LA VÍA, POR LO QUE SE PROHÍBE: ADICIONALMENTE, A LOS CONDUCTORES DE VEHÍCULOS DE TRANSPORTE DE SUSTANCIAS TÓXICAS O PELIGROSAS: LLEVAR A BORDO PERSONAS AJENAS A SU OPERACIÓN; Y",1,0
"LOS SIGUIENTES VEHÍCULOS DEBERÁN CONTAR EN LA PARTE SUPERIOR CON LUCES DESTELLANTES DE COLOR ÁMBAR, PREVIA AUTORIZACIÓN DE LA SECRETARÍA: VEHÍCULOS CON DIMENSIONES EXCESIVAS, MAQUINARIA AGRÍCOLA O DE CONSTRUCCIÓN Y LOS VEHÍCULOS QUE SEAN UTILIZADOS PARA SU ABANDERAMIENTO.",1,0
"LOS SIGUIENTES VEHÍCULOS DEBERÁN CONTAR EN LA PARTE SUPERIOR CON LUCES DESTELLANTES DE COLOR ÁMBAR, PREVIA AUTORIZACIÓN DE LA SECRETARÍA: VEHÍCULOS DE TRANSPORTE DE CARGA DE DOBLE REMOLQUE;",1,0
"LOS SIGUIENTES VEHÍCULOS DEBERÁN CONTAR EN LA PARTE SUPERIOR CON LUCES DESTELLANTES DE COLOR ÁMBAR, PREVIA AUTORIZACIÓN DE LA SECRETARÍA: VEHÍCULOS DE TRANSPORTE PÚBLICO DE PASAJEROS CON UN LARGO MAYOR A DIEZ METROS;",1,0
"SE PROHÍBE A LOS CONDUCTORES DE TODO TIPO DE VEHÍCULOS: CIRCULAR DETRÁS DE VEHÍCULOS DE EMERGENCIA QUE TRANSITEN CON LAS SEÑALES LUMINOSAS Y AUDIBLES ENCENDIDAS, DEBIENDO GUARDAR UNA DISTANCIA MÍNIMA DE CINCUENTA METROS; Y",1,0
SE PROHÍBE A LOS CONDUCTORES DE TODO TIPO DE VEHÍCULOS: DETENERSE A UNA DISTANCIA QUE ENTORPEZCA O PONGA EN RIESGO LAS LABORES DEL PERSONAL DE ATENCIÓN A EMERGENCIAS.,1,0
"SE PROHÍBE A LOS CONDUCTORES DE TODO TIPO DE VEHÍCULOS: REBASAR POR EL CARRIL DE SENTIDO CONTRARIO, CUANDO: EXISTA UNA RAYA CENTRAL CONTINUA; Y",1,0
"SE PROHÍBE A LOS CONDUCTORES DE TODO TIPO DE VEHÍCULOS: REBASAR POR EL CARRIL DE SENTIDO CONTRARIO, CUANDO: SE ACERQUE A LA CIMA DE UNA PENDIENTE O EN CURVA;",1,0
SE PROHÍBE UTILIZAR O INSTALAR EN VEHÍCULOS: ANUNCIOS PUBLICITARIOS NO AUTORIZADOS POR LA SECRETARÍA; Y,1,0
"VEHICULO TRANSPORTE CARGA - PARA GARANTIZAR LA SEGURIDAD DE LOS PEATONES, LOS CONDUCTORES DE VEHÍCULOS ESTÁN OBLIGADOS A OTORGAR: PRIORIDAD DE USO EN LAS CALLES DE PRIORIDAD PEATONAL, DÓNDE LOS PEATONES PODRÁN CIRCULAR EN TODO LO ANCHO DE LA VÍA Y EN CUALQUIER SENTIDO.",1,0
"VEHICULO TRANSPORTE PUBLICO - PARA GARANTIZAR LA SEGURIDAD DE LOS PEATONES, LOS CONDUCTORES DE VEHÍCULOS ESTÁN OBLIGADOS A OTORGAR: PREFERENCIA DE PASO EN LAS INTERSECCIONES CONTROLADAS POR SEMÁFOROS, CUANDO: LA LUZ VERDE LES OTORGUE EL PASO A LOS PEATONES;",1,0
"VEHICULO USO PARTICULAR - LOS CONDUCTORES DE VEHÍCULOS DEBERÁN RESPETAR LOS LÍMITES DE VELOCIDAD ESTABLECIDOS EN LA SEÑALIZACIÓN VIAL. A FALTA DE SEÑALAMIENTO RESTRICTIVO ESPECÍFICO, LOS LÍMITES DE VELOCIDAD SE ESTABLECERÁN DE ACUERDO A LO SIGUIENTE: EN VÍAS SECUNDARIAS INCLUYENDO LAS LATERALES DE VÍAS DE ACCESO CONTROLADO, LA VELOCIDAD MÁXIMA SERÁ DE 40 KILÓMETROS POR HORA;",1,0
"VEHICULO USO PARTICULAR - LOS CONDUCTORES DE VEHÍCULOS DEBERÁN RESPETAR LOS LÍMITES DE VELOCIDAD ESTABLECIDOS EN LA SEÑALIZACIÓN VIAL. A FALTA DE SEÑALAMIENTO RESTRICTIVO ESPECÍFICO, LOS LÍMITES DE VELOCIDAD SE ESTABLECERÁN DE ACUERDO A LO SIGUIENTE: EN ZONAS ESCOLARES, DE HOSPITALES, DE ASILOS, DE ALBERGUES Y CASAS HOGAR, LA VELOCIDAD MÁXIMA SERÁ DE 20 KILÓMETROS POR HORA;",1,0
"VEHICULO USO PARTICULAR - PARA GARANTIZAR LA SEGURIDAD DE LOS PEATONES, LOS CONDUCTORES DE VEHÍCULOS ESTÁN OBLIGADOS A OTORGAR: PREFERENCIA DE PASO EN LAS INTERSECCIONES CONTROLADAS POR SEMÁFOROS, CUANDO: LOS VEHÍCULOS VAYAN A DAR VUELTA PARA INCORPORARSE A OTRA VÍA Y HAYA PEATONES CRUZANDO ÉSTA.",1,0
"VEHICULO USO PARTICULAR - PARA GARANTIZAR LA SEGURIDAD DE LOS PEATONES, LOS CONDUCTORES DE VEHÍCULOS ESTÁN OBLIGADOS A OTORGAR: PREFERENCIA DE PASO EN LAS INTERSECCIONES QUE NO CUENTEN CON SEMÁFOROS, SIEMPRE TENDRÁN PREFERENCIA SOBRE EL TRÁNSITO VEHICULAR, INDEPENDIENTEMENTE DE LAS REGLAS ESTABLECIDAS EN EL ARTÍCULO 10; CUANDO HAYA PEATONES ESPERANDO PASAR, LOS CONDUCTORES DEBERÁN PARAR Y CEDERLES EL PASO;",1,0
"VEHICULO USO PARTICULAR - PARA GARANTIZAR LA SEGURIDAD DE LOS PEATONES, LOS CONDUCTORES DE VEHÍCULOS ESTÁN OBLIGADOS A OTORGAR: PRIORIDAD DE USO DEL ARROYO VEHICULAR, CUANDO: TRANSITEN EN COMITIVAS ORGANIZADAS,PROCESIONES O FILAS ESCOLARES, DEBIENDO CIRCULAR EN EL SENTIDO DE LA VÍA;",1,0
